# ------------------------------------------------------------------------------
# host         exp-id     ttc     ttc     ttc     ttc     # comp.   mem  disk
#                       total    comp     mem    disk  apps  load  load  load
#                         sec     sec     sec     sec       MFLOP MByte MByte
# ------------------------------------------------------------------------------
boskop     WS.C.14.13 -------   33.38    0.04    0.51    14  6000     0     0
boskop     WS.C.14.14 -------   30.25    0.06    0.50    14  6000     0     0
boskop     WS.C.14      34.00 ------- ------- -------    14  6000     0     0
boskop     WS.C.15.01 -------   33.99    0.00    0.54    15  6000     0     0
boskop     WS.C.15.02 -------   31.96    0.00    0.53    15  6000     0     0
boskop     WS.C.15.03 -------   28.71    0.01    0.52    15  6000     0     0
boskop     WS.C.15.04 -------   28.58    0.01    0.52    15  6000     0     0
boskop     WS.C.15.05 -------   28.71    0.00    0.78    15  6000     0     0
boskop     WS.C.15.06 -------   34.80    0.00    0.48    15  6000     0     0
boskop     WS.C.15.07 -------   35.67    0.04    0.75    15  6000     0     0
boskop     WS.C.15.08 -------   35.04    0.03    0.75    15  6000     0     0
boskop     WS.C.15.09 -------   35.63    0.05    0.74    15  6000     0     0
boskop     WS.C.15.10 -------   30.15    0.03    0.71    15  6000     0     0
boskop     WS.C.15.11 -------   32.59    0.01    0.75    15  6000     0     0
boskop     WS.C.15.12 -------   33.47    0.04    0.81    15  6000     0     0
boskop     WS.C.15.13 -------   35.13    0.02    0.77    15  6000     0     0
boskop     WS.C.15.14 -------   34.44    0.03    0.79    15  6000     0     0
boskop     WS.C.15.15 -------   28.56    0.05    0.77    15  6000     0     0
boskop     WS.C.15      36.03 ------- ------- -------    15  6000     0     0
boskop     WS.C.16.01 -------   37.67    0.01    0.57    16  6000     0     0
boskop     WS.C.16.02 -------   37.86    0.00    0.57    16  6000     0     0
boskop     WS.C.16.03 -------   38.36    0.01    0.56    16  6000     0     0
boskop     WS.C.16.04 -------   35.92    0.01    0.56    16  6000     0     0
boskop     WS.C.16.05 -------   35.03    0.03    0.47    16  6000     0     0
boskop     WS.C.16.06 -------   37.39    0.02    0.55    16  6000     0     0
boskop     WS.C.16.07 -------   36.38    0.04    0.52    16  6000     0     0
boskop     WS.C.16.08 -------   37.25    0.02    0.51    16  6000     0     0
boskop     WS.C.16.09 -------   37.18    0.03    0.51    16  6000     0     0
boskop     WS.C.16.10 -------   37.67    0.08    0.50    16  6000     0     0
boskop     WS.C.16.11 -------   30.15    0.06    0.66    16  6000     0     0
boskop     WS.C.16.12 -------   37.81    0.06    0.58    16  6000     0     0
boskop     WS.C.16.13 -------   37.81    0.05    0.57    16  6000     0     0
boskop     WS.C.16.14 -------   37.69    0.02    0.53    16  6000     0     0
boskop     WS.C.16.15 -------   36.53    0.03    0.49    16  6000     0     0
boskop     WS.C.16.16 -------   36.23    0.04    0.49    16  6000     0     0
boskop     WS.C.16      38.63 ------- ------- -------    16  6000     0     0
boskop     WS.C.17.01 -------   39.17    0.00    0.27    17  6000     0     0
boskop     WS.C.17.02 -------   39.09    0.02    0.27    17  6000     0     0
boskop     WS.C.17.03 -------   37.97    0.01    0.87    17  6000     0     0
boskop     WS.C.17.04 -------   39.99    0.01    0.86    17  6000     0     0
boskop     WS.C.17.05 -------   40.24    0.04    0.87    17  6000     0     0
boskop     WS.C.17.06 -------   37.63    0.01    0.85    17  6000     0     0
boskop     WS.C.17.07 -------   40.22    0.05    0.84    17  6000     0     0
boskop     WS.C.17.08 -------   40.31    0.03    0.80    17  6000     0     0
boskop     WS.C.17.09 -------   39.59    0.04    0.80    17  6000     0     0
boskop     WS.C.17.10 -------   38.91    0.03    0.96    17  6000     0     0
boskop     WS.C.17.11 -------   37.74    0.05    1.07    17  6000     0     0
boskop     WS.C.17.12 -------   40.36    0.05    0.92    17  6000     0     0
boskop     WS.C.17.13 -------   40.32    0.05    1.05    17  6000     0     0
boskop     WS.C.17.14 -------   40.15    0.04    0.81    17  6000     0     0
boskop     WS.C.17.15 -------   38.37    0.05    0.99    17  6000     0     0
boskop     WS.C.17.16 -------   39.52    0.04    0.70    17  6000     0     0
boskop     WS.C.17.17 -------   40.22    0.05    0.97    17  6000     0     0
boskop     WS.C.17      40.79 ------- ------- -------    17  6000     0     0
boskop     WS.C.18.01 -------   42.86    0.00    0.21    18  6000     0     0
boskop     WS.C.18.02 -------   42.99    0.00    0.20    18  6000     0     0
boskop     WS.C.18.03 -------   42.70    0.00    0.43    18  6000     0     0
boskop     WS.C.18.04 -------   43.17    0.02    0.63    18  6000     0     0
boskop     WS.C.18.05 -------   42.77    0.01    0.75    18  6000     0     0
boskop     WS.C.18.06 -------   42.64    0.03    0.74    18  6000     0     0
boskop     WS.C.18.07 -------   43.02    0.02    0.73    18  6000     0     0
boskop     WS.C.18.08 -------   42.65    0.02    0.56    18  6000     0     0
boskop     WS.C.18.09 -------   42.95    0.05    0.65    18  6000     0     0
boskop     WS.C.18.10 -------   42.89    0.02    0.64    18  6000     0     0
boskop     WS.C.18.11 -------   42.81    0.02    0.62    18  6000     0     0
boskop     WS.C.18.12 -------   42.83    0.03    0.62    18  6000     0     0
boskop     WS.C.18.13 -------   42.83    0.02    0.46    18  6000     0     0
boskop     WS.C.18.14 -------   42.76    0.02    0.56    18  6000     0     0
boskop     WS.C.18.15 -------   42.90    0.03    0.53    18  6000     0     0
boskop     WS.C.18.16 -------   42.10    0.06    0.59    18  6000     0     0
boskop     WS.C.18.17 -------   42.15    0.02    0.58    18  6000     0     0
boskop     WS.C.18.18 -------   42.76    0.05    0.53    18  6000     0     0
boskop     WS.C.18      43.48 ------- ------- -------    18  6000     0     0
boskop     WS.C.19.01 -------   45.20    0.00    0.68    19  6000     0     0
boskop     WS.C.19.02 -------   45.38    0.01    0.48    19  6000     0     0
boskop     WS.C.19.03 -------   43.86    0.01    0.67    19  6000     0     0
boskop     WS.C.19.04 -------   45.38    0.03    0.67    19  6000     0     0
boskop     WS.C.19.05 -------   45.53    0.02    0.66    19  6000     0     0
boskop     WS.C.19.06 -------   45.06    0.03    0.64    19  6000     0     0
boskop     WS.C.19.07 -------   44.20    0.03    0.40    19  6000     0     0
boskop     WS.C.19.08 -------   43.71    0.03    0.42    19  6000     0     0
boskop     WS.C.19.09 -------   44.90    0.04    0.63    19  6000     0     0
boskop     WS.C.19.10 -------   45.32    0.04    0.57    19  6000     0     0
boskop     WS.C.19.11 -------   44.78    0.04    0.68    19  6000     0     0
boskop     WS.C.19.12 -------   45.36    0.03    0.50    19  6000     0     0
boskop     WS.C.19.13 -------   45.14    0.04    0.73    19  6000     0     0
boskop     WS.C.19.14 -------   44.40    0.04    0.71    19  6000     0     0
boskop     WS.C.19.15 -------   43.61    0.05    0.64    19  6000     0     0
boskop     WS.C.19.16 -------   44.11    0.04    0.68    19  6000     0     0
boskop     WS.C.19.17 -------   45.22    0.04    0.55    19  6000     0     0
boskop     WS.C.19.18 -------   44.49    0.03    0.63    19  6000     0     0
boskop     WS.C.19.19 -------   44.91    0.05    0.51    19  6000     0     0
boskop     WS.C.19      45.81 ------- ------- -------    19  6000     0     0
boskop     WS.C.20.01 -------   47.47    0.00    0.65    20  6000     0     0
boskop     WS.C.20.02 -------   46.48    0.00    0.74    20  6000     0     0
boskop     WS.C.20.03 -------   46.93    0.03    0.61    20  6000     0     0
boskop     WS.C.20.04 -------   47.94    0.03    0.87    20  6000     0     0
boskop     WS.C.20.05 -------   44.69    0.01    0.29    20  6000     0     0
boskop     WS.C.20.06 -------   44.56    0.02    0.72    20  6000     0     0
boskop     WS.C.20.07 -------   47.76    0.06    0.61    20  6000     0     0
boskop     WS.C.20.08 -------   45.64    0.08    0.70    20  6000     0     0
boskop     WS.C.20.09 -------   45.13    0.09    0.70    20  6000     0     0
boskop     WS.C.20.10 -------   47.75    0.11    0.78    20  6000     0     0
